Product,Model,Question, Answer ,,,,,,,,,,,,,,,,,,,
보관방법,"블랙마카 정제 제품
더 활력샷
쏘팔메토",최대 몇 도 환경까지 보관이 가능한지?,"블랙마카 제품 - 과립공정시 최대 50도에서까지도 생산진행을 하기때문에 온도만 본다고 하시면 50도까지는 괜찮다고 말씀드릴수있습니다.
다만 습도가 문제인데 최근에 습도가 너무상승해서 온도+습도로 따졌을때는 얘기가 달라집니다.
30~35도 직사광선을 피해 서늘한 곳에 실온보관하시고, 제품 품질유지관리를 위해 40%~55% 습도 유지를 권장드립니다.

더 활력샷, 쏘팔메토 - 약 30도~35도 정도에서 일주일정도라면 유통기한이 임박한 것이 아니라면 크게 제품상에는 문제가 없을것으로 보입니다.
실온보관을 권장하기 때문에 섭취시 제품에 조금이라도 이상이 확인될 시 폐기하는것을 권장드립니다.",,,,,,,,,,,,,,,,,,,
블랙마카,블랙마카 젤리스틱,"블랙마카 젤리스틱 1포 당 1000mg 함유 
1일 섭취량 충족 가능 여부 문의",네 충족 됩니다. 운동을 많이하거나 더욱 활력을 원하시면 하루 1~2포로 점차 양을 늘려주셔도 됩니다.,,,,,,,,,,,,,,,,,,,
블랙마카,블랙마카 활력환,섭취 방법 / 5g 어느정도 인지 문의,"뚜껑의 밑바닥이 안보일정도로 담아서 섭취 / 약 135환 = 5g 
* 활력업 4000은 아워팜이랑 공동개발한 상품으로, 약국에서만 판매 하고 있음 = 교/반품 문의는 구매처로 문의 안내",,,,,,,,,,,,,,,,,,,
비오틴,비오틴 10000,비오틴 외 다른 영양성분이 있는지?,"비오틴 10000제품은 비오틴 단일 제품으로 비오틴 10,000ug 함량 (33,333%) 투입되어 현대인을 위한 맞춤 비오틴으로 설계되어있습니다.
비오틴 외 다른 성분은 없지만 비오틴은 지방, 탄수화물, 단백질 대사와 에너지 생성에 필수적인 영양성분으로 고함량 섭취해주어야 합니다",,,,,,,,,,,,,,,,,,,
비오틴,비오틴 10000,고함량의 비오틴 섭취가 필요한지?,비오틴과 같은 수용성 비타민의 경우 체내에서 흡수되고 남은 잉여 성분은 소변으로 배출시키므로 1일 영양성분 기준치 이상으로 섭취해도 안전합니다.,,,,,,,,,,,,,,,,,,,
비타민,비타민B컴플렉스 700,변색 문의,"비타민B 원료 특성상 온도, 습도에 따라 변색이 발생됩니다.
뚜껑을 잘 닫아 주셔야 위와같은 반점이 덜 생기게 되며 인체에는 무해하게 설계 된 제품으로, 제품에는 이상이 없어 안심 하시고 복용 하셔도 괜찮습니다.",,,,,,,,,,,,,,,,,,,
비타민,비타민B컴플렉스 700,티아민 푸르설,"비타민B1염산염(Vitamin B1 Hydrochloride) 입니다익스트림은 일반 건강기능식품에 등재된 수용성 비타민을 사용했습니다. 
티아민푸르설은 일반의약품같은 비타민으로 식품유형이 다릅니다(ex 임팩타민)",,,,,,,,,,,,,,,,,,,
비타민,비타민B컴플렉스 700,비타민 B12는 활성형인지 문의,비타민B컴플렉스 비타민B12는 비활성형이며 섭취 후 체내 대사를 통해 활성형으로 전환됩니다.,,,,,,,,,,,,,,,,,,,
재질,"쉐이커, 파우더 컨테이너",bpa free 재질인지,bpa free 제품 맞음,,,,,,,,,,,,,,,,,,,
상품 문의,쉐이크,쉐이크 습기가 적고 직사광선을 받지 않는 실온에 보관하시라 안내했는데 여름으로 인한 고온이어도 실온에 보관하냐고 문의하십니다..,"고온의 장소에 보관할 시, 제품이 변질될 수 있으므로 서늘한 실온에 보관부탁드립니다.",,,,,,,,,,,,,,,,,,,
성분 문의,쉐이크,"
원재료 설명엔 식이섬유 , 스테비아, 에리스리톨이 들어가 있는걸로 보이는데
영양성분 기준치엔 탄수화물이 당류만 표기가 되어있어서

다른 카테고리는 기재되지 않아 문의드립니다

식이섬유 스테비아 에리스리톨 함량이 얼마나 되는지 알 수 있을 까요??","곡물맛, 초코맛 모두 에리스리톨은 10%( 한 포당4.5mg) 미만
스테비아는 1%(1포당 0.45 mg) 미만 함유되어있습니다.

식이섬유는 필수 영양성분 표기가 아니라 별도로 성분 분석이 필요한 점 양해부탁드립니다",,,,,,,,,,,,,,,,,,,
성분,슬림핏 단백질 쉐이크,"슬림 단백질 쉐이크 초코맛, 곡물맛 둘 다 들깨가 함유 되어 있는지 확인부탁드립니다.","곡물맛 17곡미숫가루에 들깨성분 함유되어 있으며, 초코맛은 들깨 성분이 직접적으로 함유되어 있지 않지만 곡물맛과 같이 생산시설에서 생산되기 때문에 섭취에 유의 부탁드립니다.",,,,,,,,,,,,,,,,,,,
성분 문의,슬림핏 단백질 쉐이크,단백질 쉐이크에 치커리 식이섬유가 들어간 걸 보았는데 단백질쉐이크 총 탄수화물 말고 순탄수함유량은 얼마인지 알 수 없나요?,"안녕하세요, 온라인 슬림쉐이크 3종 순탄수 함량  전달드립니다. 

- 그레인/초코 : 현재 판매중인 제품 분석 결과
- 녹차 : 2차발주분(리뉴얼) 분석 결과 (올해말~내년초 예상)

* 순탄수 : '순수 탄수화물'의 줄임말로, 체내에 흡수되지 않는 식이섬유, 당알코올을 제외한 탄수화물의 양을 칭함

* 식약처 권고 카페인 하루섭취량 : 성인 400mg 이하, 임산부 300mg 이하, 청소년은 체중kg 당 2.5mg 이하",,,,,,,,,,,,,,,,,,,
성분 문의,슬림핏 단백질 쉐이크,단백질 쉐이크 대두분리단백 성분은 non gmo 인가요? 검증 문서나 문구가 없어서요,non gmo 맞습니다,,,,,,,,,,,,,,,,,,,
성분문의,슬림핏 단백질 쉐이크,단백질 쉐이크 편의점 판매 제품과 온라인 판매 제품은 100% 동일한 성분인가요?,"네 고객님 편의점에서 판매되는 제품과 온라인에서 판매되는 제품은 함량,성분 등이 다소 차이가 있습니다.
온라인에서 판매되는 익스트림 단백질 슬림 쉐이크는 단백질 함량이 20g이고 분리유청단백+분리대두단백으로 제조되지만 
편의점에서 판매되는 제품은 맛에 따라 16~17g의 단백질이 함유되어있으며 분리대두단백으로만 제조됩니다",,,,,,,,,,,,,,,,,,,
제품 차이,슬림핏 단백질 쉐이크,단백질 쉐이크 편의점 판매 제품과 온라인 판매 제품은 100% 동일한 성분인지 문의 인입되어 확인요청드립니다,,,,,,,,,,,,,,,,,,,,
함유 문의,슬림핏 단백질 쉐이크,프로틴파우치 유당이 포함된건가요?,"안녕하세요, 해당 제품 분리원료를 주원료로 사용하여 유당불내증분들도 섭취가 가능하오나
알레르기 유발 물질로 우유가 함유되어있어 예민하신분은 주의해주시기 바랍니다.",,,,,,,,,,,,,,,,,,,
성분,슬림핏 쉐이크 3종,슬림핏 쉐이크 3종 성분 함량,,,,,,,,,,,,,,,,,,,,
성분,슬림핏 쉐이크 3종,"WPI, 수크랄로스,WPI 함량 확인 부탁드립니다","3종 모두 수크랄로스 X , WPI 8g 포함",,,,,,,,,,,,,,,,,,,
성분,슬림핏 쉐이크 곡물맛,"익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛에 혹시 ""마"" 성분이 있을까요?","그레인 슬림 쉐이크 마 성분 없습니다! 
",익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛,"익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛에 혹시 ""마"" 성분이 있을까요?","그레인 슬림 쉐이크 마 성분 없습니다! 
",성분,익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛,"익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛에 혹시 ""마"" 성분이 있을까요?","그레인 슬림 쉐이크 마 성분 없습니다! 
",성분,익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛,"익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛에 혹시 ""마"" 성분이 있을까요?","그레인 슬림 쉐이크 마 성분 없습니다! 
",성분,익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛,"익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛에 혹시 ""마"" 성분이 있을까요?","그레인 슬림 쉐이크 마 성분 없습니다! 
",성분,익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛,"익스트림 식사대용 단백질 다이어트 슬림 쉐이크 곡물맛에 혹시 ""마"" 성분이 있을까요?","그레인 슬림 쉐이크 마 성분 없습니다! 
"
제품,슬림핏 쉐이크 3종,"세이크를 따뜻하게 먹어도 되나요?

물이나 두유를 떼워서 먹어도 되나요?","우선 쉐이크 내부 크런치가 따뜻한 물에 섞이면 식감이 좋지 않고 맛이 떨어집니다. 또한 포장재가 열에 약하기도 하여 따뜻하게 드시는 건 추천드리지 않습니다.
차게드시는게 어려우실 경우 미지근하게 드시는 것까지 무방하니 참고 부탁드립니다!",,,,,,,,,,,,,,,,,,,
성분,식물성 멜라토닌 함유 릴렉스온,"마그내슘, 비타민과 같은 추가로 들어가능 성분과 용량 알 수 있을까요?","마그네슘과 비타민류는 멜라토닌 메커니즘의 시너지 효과를 위해 배합된 부원료로, 마그네슘은 약 40mg, 비타민류는 소량 함유되어 있는 점 참고 부탁드립니다.",,,,,,,,,,,,,,,,,,,
성분,식물성 오메가3,식물성 오메가3 제품의 오메가3 형태 문의드립니다,"DSM社 ntg 형태 오메가3 입니다. 100% 물만 사용하여 추출, 유기용매 없이 추출하여 임산부나 채식주의자들도 안전하게 섭취 가능합니다",,,,,,,,,,,,,,,,,,,
제품 관련,듀얼 오메가3,"섭취 중 제품이 다 달라붙어 있다고 하는데요. 
혹시 보관방법이 잘못된걸까요?","연질캡슐 특성상 고온다습한 환경일 경우 캡슐이 달라붙을 수 있습니다. 

(저희제품 뿐만 아니라 병으로 된 연질캡슐의 경우 여름철 빈번하게 발생하는 현상이며, 때문에 제품 보관시 주의사항에 아래와 같이 문구 기재하고 있습니다.)",,,,,,,,,,,,,,,,,,,
성분,쏘팔메토 옥타코사놀,1일 섭취량 기준 정확한 함량 문의,"쏘팔메토열매추출물 250mg이 함유되어있으며, 기능성 지표성분인 로르산은 70mg이 함유되어있습니다. 
(*쏘팔메토열매추출물 28% 원료 사용 -> 250mg*28%=70mg)",,,,,,,,,,,,,,,,,,,
쏘팔메토,쏘팔메토 옥타코사놀,여성 복용 가능한지 문의,"익스트림 쏘팔메토 제품은 전립선 건강 관리를 우선으로 지구력 증진, 에너지 대사 및 생성, 항산화 등에 도움이 되는 제품으로 성인 남성에게만 권장하고 있습니다.",,,,,,,,,,,,,,,,,,,
쏘팔메토,쏘팔메토 옥타코사놀,남성 성기능 도움이 되는지 문의,"익스트림 쏘팔메토 옥타코사놀 제품은 전립선 건강 관리를 우선으로 지구력 증진, 잔뇨량 개선, 에너지 대사 및 생성, 항산화 등에 도움이 되는 제품입니다. 
말씀드린 효과와 함께 성기능적으로도 효과를 보고 계시는 분들도 계시지만, 의약품이 아니기 때문에, 관련한 효과를 위해서는 의사와 상담 후 의약품을 복용하시는 것이 가장 확실하십니다.",,,,,,,,,,,,,,,,,,,
쏘팔메토,쏘팔메토 옥타코사놀,복용 시 테스토스테론 증가로 탈모 부작용 발생 가능성,"쏘팔메토 원료가 테스토스테론이 증가되어 잔뇨량이 개선되고 전립선 건강 등에 도움이 되는 원료이지만, 탈모에 대한 부작용은 알려진 내용은 없습니다. 
보통 테스토스테론이 높으면 머리카락이 빠지거나 탈모를 걱정하시지만남성 호르몬이 높다고 해서 탈모가 되지는 않습니다.",,,,,,,,,,,,,,,,,,,
쏘팔메토,쏘팔메토 옥타코사놀,쏘팔메토에서 냄새가 나요,"쏘팔메토의 경우 개인차에 따라 다르게 느껴지실수는 있으나, 고유의 원물 향이 날 수 있습니다! 
제품 특성상 발생되는 냄새이므로 염려하지 마시고 섭취해주셔도 괜찮습니다.",,,,,,,,,,,,,,,,,,,
쏘팔메토,쏘팔메토 옥타코사놀,처음에는 말랑했는데 시간이 지나고 딱딱해졌어요 섭취해도 문제 없나요?,"쏘팔메토는 연질캡슐 공법을 사용하여 제조되었습니다. 
처음에 생산된지 얼마안된 연질캡슐은 말랑하오나 시간이 점차 지남에 따라 캡슐안의 수분이 점차 날라가면서 딱딱해집니다. 
이는 자연스러운 현상이오니 안심하고 섭취해주셔도 괜찮습니다.",,,,,,,,,,,,,,,,,,,
쏘팔메토,쏘팔메토 옥타코사놀,탈모약과 같이 복용 가능한가요?,"탈모약도 의약품으로, 의약품과 혼용시 고객님의 안전을 위해 전문의와 상담 후 복용을 권장드립니다.",,,,,,,,,,,,,,,,,,,
패키지,쏘팔메토 옥타코사놀,1개 포장지에 6정 짜리와 10정 짜리의 차이,"마이크로나이즈드 크레아틴은 아닙니다. 
미분화된 원료는 현재 글로벌 시장에서 일반식품용으로 사용하고 있고, 국내에서는 사용을 잘 안하고 있는 원료라고 합니다.",,,,,,,,,,,,,,,,,,,
부작용,아르기닌 에이드,아르기닌 원료 자체가 간수치에 영향이 있는지?,아르기닌 자체가 간수치에 안 좋은 영향을 준다는 연구결과는 없으며 간수치가 안좋을 경우 아르기닌 뿐 아닌 모든 영양제 섭취를 주의하셔야함,,,,,,,,,,,,,,,,,,,
부작용,아르기닌 제품군,고함량 아르기닌 2주이상 장기복용시 혈관벽이 약해질수 있다는 소리를 들었습니다. 이 제품 3달 꾸준히 복용해도 되는거죠?? 아님 중간에 쉬는 텀을 두고 복용해야하는건지…,"혈관벽이 약해진다는 직접적인 내용은 현재까지 확인되지않았습니다.
아르기닌은 약이 아니기 때문에 휴지기는 없습니다. 꾸준히 복용하시고 이상반응이 없다면 휴지기를 가질 필요는 없습니다.",,,,,,,,,,,,,,,,,,,
아르기닌,아르기닌 젤리스틱,라이신 함량 문의,라이신은 2mg 이하로 극소량 함유되어있습니다.,,,,,,,,,,,,,,,,,,,
아르기닌,아르기닌 젤리스틱,"카르티닌,오르니틴,시트룰린이 없어서 흡수율이 떨어지는거 아닌가요?","아르기닌 젤리는 섭취가 용이하도록 만들어진 제품입니다.
아르기닌은 타 아미노산과의 흡수경쟁에 밀려 흡수율이 떨어지긴 하지만, 아르기닌 젤리 스틱제품은 아르기닌이 5000mg 고함량 함유되어 흡수율에 대한 걱정은 하지 않으셔도 됩니다.
고흡수율을 원하신다면 트리플 아르기닌 섭취를 추천드립니다.",,,,,,,,,,,,,,,,,,,
성분,아르기닌 화이트 3x,"L-카르니틴, 수박과피추출분말, 오르니틴염산염 총 3가지의 함량","아르기닌 화이트 3X 제품은 수박과피추출분말, 오르니틴염산염 원료는 소량 투입하였습니다. 
콜라겐&글루타치온이 고함량으로 함유되어있어 활력과 생기를 동기에 챙길 수 있는 제품인 점 안내부탁드립니다.",,,,,,,,,,,,,,,,,,,
원료사,아르기닌 화이트 3x,콜라겐 원료사가 어디인가요,Amar Aquatic 사의 콜라겐 원료를 사용하며 원산지는 인도산 입니다.,,,,,,,,,,,,,,,,,,,
할랄 인증,아르기닌 화이트 3x,"제품에 함유된 콜라겐 펩타이드, 향료, 혼합제제 등의 성분이 돼지 유래 성분 또는 알코올 성분을 포함하고 있는지 궁금합니다.
저는 할랄(Halal) 식품만 섭취해야 하므로, 모든 성분이 동물 유래가 아닌 경우, 또는 할랄 인증된 경우 알려주시면 감사하겠습니다.","아르기닌 화이트 3X에 함유된 원료 중 현재 HALAL 인증 서류를 보유하고 있지 않은 원료는 아래와 같습니다. 

· L-카르니틴, 베리주스, 시클로덱스트린, 청포도농축액, 비오틴, 맥아추출물, 석류향 ▶ 식물유래 또는 첨가물로 소량 함유 

· 저분자피쉬콜라겐펩타이드 ▶ 100% 생선 유래 
· 글루타치온효모추출물 ▶ 100% 효모 추출 

추가로 본제품은 돼지고기, 닭고기, 쇠고기 등을 사용한 제품과 같은 제조시설에서 제조되었다는 제품 후면 내용 참고하시어 판단 후 섭취해주시면 감사드리겠습니다.",,,,,,,,,,,,,,,,,,,
퍼스트펭귄,에너지 퍼스트 펭귄,매운맛이나 통각주는 성분이 함유되어있을까요?,"보통 매운맛이나 통각은 탄산 때문에 느낄 수 있습니다. 다만, 원료중에 '흑후추추출물'이라는 원료가 있습니다. 
이 원료는 비타민이나 아르기닌 등 영양소 흡수율을 높이는 원료이기 때문에 투입했으나, 약간의 매운맛을 느끼는 맛을 느낄 수 있습니다.
성분상 몸에 해가가는 원료는 아니니 안심하시고 섭취하셔도 괜찮습니다.",,,,,,,,,,,,,,,,,,,
퍼스트펭귄,에너지 퍼스트 펭귄,천연 카페인 인가요?,"해당 제품은 식물에서 추출한 천연 카페인이 함유되어 있습니다! 
그 외 아르기닌,비타민b3,아미노산혼합물,마카,비타민B6,홍삼농축액,판토텐산칼슘,비타민B12,바이오페린 등 필수 성분만 채운 파워 부스터 제품인 점 안내드립니다.",,,,,,,,,,,,,,,,,,,
퍼스트펭귄,에너지 퍼스트 펭귄,카페인 함량이 어떻게 될까요?,"익스트림 에너지드링크 퍼스트펭귄의 경우, 1캔당 120mg의 카페인이 함유되어있습니다. 
일일 카페인 최대 섭취 권고량은 성인 남성 400mg, 성인 여성 300mg, 청소년(체중1kg 당 2.5mg이하)이며,일일 카페인 섭취 권고량 이하로 섭취를 권장하고 있습니다.",,,,,,,,,,,,,,,,,,,
퍼스트펭귄,에너지 퍼스트 펭귄,하루 몇 캔까지 마셔도 괜찮나요?,"일일 카페인 최대 섭취 권고량 성인 남성 400mg, 여성 300mg, 청소년(체중1kg 당 2.5mg이하)입니다.120mg으로 위에 말씀드린 일일 카페인 섭취 권고량이하로 섭취를 권장 드립니다.",,,,,,,,,,,,,,,,,,,
퍼스트펭귄,에너지 퍼스트 펭귄,"콘드로이친 1일 섭취량인 1200mg 중 콘드로이친황산이 90%함유 되어 있나요? 
(1080mg이상 들어 있는지)","안녕하세요, 콘드로이친 제품에 뮤코다당·단백 성분이 1,200mg이 함유되어있으며,
콘드로이친황산염 성분은 약 155mg 함유되어있습니다.",,,,,,,,,,,,,,,,,,,
섭취 문의,에너지 퍼스트 펭귄,에너지 드링크가 탄산이 쎄서 캔을 따면 바로 흘러넘치나요? 캔을 따자마자 음료가 흘러 넘친다는 질문을 하셔서 여쭤봅니다..,"에너지드링크 탄산이 강해 내용물이 흘러넘칠 수 있습니다.
냉장보관 후 개봉하시면 음료가 덜 흘러 넘칩니다.",,,,,,,,,,,,,,,,,,,
성분,에너지젤,카페인이 함유 되어 있는지?,"문의주신 익스트림 액티브 에너지젤 제품에는 앞서 안내드린 것처럼 직접적으로 첨가된 카페인 성분은 포함되어 있지 않습니다.
다만, 1포당 극소량인 0.4mg의 과라나 추출분말이 함유되어 있으며, 과라나는 자연 유래 성분으로 미량의 카페인을 포함하고 있을 수 있습니다.
해당 함량은 일반적으로 인체에 큰 영향을 줄 정도는 아니나, 카페인에 민감하신 분이라면 참고 부탁드립니다.",,,,,,,,,,,,,,,,,,,
성분 문의,에너지드링크,에너지 드링크 맛이 트로피칼 맛이 맞나요? 맛을 문의하십니다.,"네, 트로피칼 맛이 맞습니다.",,,,,,,,,,,,,,,,,,,
에너지,에너지젤,액티브 에너지 젤 단백질 함량 문의,"익스트림 액티브 에너지젤의 아르기닌, BCAA 외의 다른 배합 원료에서 유래될 수 있습니다. 
식품의약품안전처에서 공인된 시험법으로 분석한 결과 단백질 함량 확인하였고 포당 4.7g / 총 내용량당 50g 으로 확인됩니다. 
단순히 아르기닌과 BCAA의 투입량의 합이 단백질 수치가 아니라, 시험 분석 결과에 따른 총 단백질 수치인점 참고 부탁드립니다

*에너지젤 10포:
단백질50g (1포당 5g)
*에너지젤 14포:
단백질 68g (1포당 약 4.7~5g)",,,,,,,,,,,,,,,,,,,
에너지젤,에너지젤,1포당 과라나추출분말 함유량,"1포당 0.4mg 극소량 함유되어 있습니다.
과라나추출분말은 카페인이 함유되어있다보니 지나치게 섭취할 경우 흥분, 수면 장애, 불안감을 유발할 수 있어 극소량으로 투입된 점 참고 부탁드리겠습니다!",,,,,,,,,,,,,,,,,,,
부작용,올인원 뉴트리션 이뮨 데일리팩,이뮨 올인원 팩 유제품 알러지 있으신 분도 섭취 가능한지 여부,"올인원 뉴트리션 이뮨 데일리 팩의 직접접인 알러지 유발 성분은 대두, 고등어, 돼지고기입니다. 
다만, 우유를 사용한 제품과 같은 제조시설에서 제조되기 때문에 심한 정도에 따라 섭취에 유의 부탁드립니다.",,,,,,,,,,,,,,,,,,,
성분,올인원 뉴트리션 이뮨 데일리팩,"오메가3 타입, 공법","데일리팩에 함유된 오메가3는 독일 KD Phartma社로 프리미엄 원료를 사용하였습니다. 
EE형 타입이며, 순도 높은 오메가3를 추출하는 kd-pur 제조 공법을 사용하였습니다.",,,,,,,,,,,,,,,,,,,
크기,올인원 뉴트리션 이뮨 데일리팩,"정제들의 크기, 초등학생도 섭취가능한지","멀티비타민 정제 (백색정제) : 1.2cm , 루테인캡슐(흑갈색 캡슐) : 1.2cm, 오메가3캡슐(연노랑투명캡슐) : 2.2cm 
ㄴ 초등학생도 이뮨 데일리 팩 섭취가 가능하지만 섭취 전에 연령과 아이의 컨디션을 확인하는 것이 중요합니다. 만 9세 이상 초등고학년 부터 알약 형태의 섭취가 가능하오나 저학년의 경우 목넘김이 어려울수 있습니다. 보호자의 지도하에 제품 섭취 권장드리오며, 필요 시 전문의와의 상담을 통해 섭취해주심 됩니다~",,,,,,,,,,,,,,,,,,,
"올인원 포 맨,코엔자임","올인원 포 맨,
코엔자임Q10","지용성 비타민 D,E가 함께 포함된 두 제품을 동시에 섭취해도 과다 복용 우려가 없을까요?","코엔자임Q10, 올인원포맨 제품 모두 비타민D 10ug, 비타민E 11mg a-TE로 1일 섭취량 기준 100%씩 함유되어있습니다.
같이 복용할 시, 1일 섭취량 기준 200%를 섭취하게 됩니다.

비타민D 성인 상한섭취량은 100ug이며, 비타민E 성인 상합섭취량은 540mg a-TE 입니다.

두 제품 동시에 복용해도 무방합니다.",,,,,,,,,,,,,,,,,,,
섭취 문의,올인원 포맨,올인원 포 맨 제품과 블랙마카 제품 혼용 가능 문의하십니다.,"안녕하세요, 2개 제품 혼용 섭취 가능합니다.",,,,,,,,,,,,,,,,,,,
성분,올인원 포맨,엽산 성분이 활성 엽산인지? 합성 엽산인지,합성 엽산이며 DSM社의 스위스 고품질 원료 입니다,,,,,,,,,,,,,,,,,,,
성분,올인원 포맨,베타카로틴 함유되어있는지?,함유되어있지 않음,,,,,,,,,,,,,,,,,,,
성분,올인원 포맨,마그네슘이 킬레이트 형태인지?,"킬레이트 마그네슘은 국내에서 사용 할 수 없는 원료입니다. 
올인원 포 맨 마그네슘은 고품질 원료인 독일산 산화마그네슘을 사용하였습니다.",,,,,,,,,,,,,,,,,,,
올인원 포 맨,올인원 포맨,산화마그네슘인가요?,네 맞습니다. 올인원 포맨에 들어있는 마그네슘은 산화마그네슘 입니다.,,,,,,,,,,,,,,,,,,,
올인원 포 맨,올인원 포맨,EPA DHA 비율 문의,"EPA와 DHA를 3:2 비율로 균형 있게 배합하여 함유되어 있습니다. 
EPA는 혈중 중성지질 개선 및 혈행 개선에 도움 , DHA는 뇌, 신경 조직, 망막 조직의 주요 구성 성분이니 참고 부탁드리겠습니다!",,,,,,,,,,,,,,,,,,,
올인원 포 맨,올인원 포맨,요오드 없는 제품인가요?,"문의주신 익스트림 올인원 포맨의 경우 배합상 요오드 성분은 함유되어 있지 않습니다.
구매 및 섭취시 참고 부탁드리겠습니다!",,,,,,,,,,,,,,,,,,,
올인원 포 맨,올인원 포맨,흡연자 섭취 문의,"흡연자라고 하시면 보통 비타민A 5000IU(1500ugRAE) 이하 섭취 권장을 권장 드리고 있으며,
루테인 성분은 흡연 여부와 무관하게 섭취 가능 합니다.

따라서 익스트림 올인원 포맨 제품은 비타민A가 700ug RAE 함유되어있어 섭취해도 무방합니다.
또한 비타민B6, 비타민B12는 흡연과 직접적인 연관성은 명확하게 밝혀진 바는 없어 안심하시고 섭취하셔도 괜찮습니다.",,,,,,,,,,,,,,,,,,,
올인원 포 맨,올인원 포맨,오메가3의 형태가 r-tg형태인지?,"올인원 포 맨의 오메가3 형태는 EE형태입니다.

프리미엄 원료사 KD파마 원료를 사용하였으며,
ISO품질 및 FOS 인증 받은 안전한 원료인점 참고 부탁드리겠습니다.",,,,,,,,,,,,,,,,,,,
위건강,위건강,왜 식전 복용인가요?,익스트림 위건강은 위 점막 내 헬리코박터균 증식을 억제하고 위 점막을 보호하여 위 건강에 도움을 줄 수 있습니다. 식 전에 복용해서 위 점막을 보호하기 위해 식 전 복용을 권장드립니다.,,,,,,,,,,,,,,,,,,,
위건강,위건강,반으로 나눠 2번 먹어도 되나요?,"익스트림 위건강을 쪼개서 2번 나눠서 복용하셔도 무방합니다. 
하지만, 알약이 정제되면서 단단하니, 손으로 반으로 나누기는 어렵습니다! 알약 커팅기를 이용하시기 바랍니다. 
또한 나눈 후 공기에 노출되면 산패 위험이 있으니, 꼭 당일 내에 복용하시기 바랍니다.",,,,,,,,,,,,,,,,,,,
보관방법,유산균 제품,이미 냉장보관을 해버렸는데 지금이라도 실온 보관할까요?,"최근 기온이 많이 올라가고 습해져, 이미 냉장보관을 하신 상태라면 일정온도가 유지될 수 있도록 냉장보관 하시는걸 추천드립니다.",,,,,,,,,,,,,,,,,,,
성분,이온에너지,"이온에너지 제품 칼륨,칼슘,마그네슘 함량 문의","이온에너지 원료 투입량 공유드립니다. 

- 칼륨 : 32mg 
- 칼슘 : 4.8mg 
- 마그네슘 : 8mg",,,,,,,,,,,,,,,,,,,
성분,익스트림 L글루타민 ZMA 1300mg,L-글루타민 원산지,중국산,,,,,,,,,,,,,,,,,,,
현상문의,익스트림 듀얼 오메가3,"섭취 중 제품이 다 달라붙어 있다고 하는데요. 
혹시 보관방법이 잘못된걸까요?","연질캡슐 특성상 고온다습한 환경일 경우 캡슐이 달라붙을 수 있습니다. 

(저희제품 뿐만 아니라 병으로 된 연질캡슐의 경우 여름철 빈번하게 발생하는 현상이며, 때문에 제품 보관시 주의사항에 아래와 같이 문구 기재하고 있습니다.)",,,,,,,,,,,,,,,,,,,
